x,y
270,150
270,149
270,148
270,147
270,146
270,145
270,144
270,143
270,142
270,141
270,140
270,139
270,138
270,137
270,136
270,135
270,134
270,133
270,132
270,131
270,130
270,129
270,128
270,127
269,127
268,127
267,127
266,127
265,127
264,127
263,127
262,127
261,127
260,127
259,127
258,127
257,127
256,127
255,127
254,127
253,127
252,127
251,127
250,127
249,127
248,127
247,127
246,127
245,127
244,127
243,127
242,127
241,127
240,127
239,127
238,127
237,127
236,127
235,127
234,127
233,127
232,127
231,127
231,128
230,128
229,128
229,129
228,129
228,130
227,130
226,130
226,131
225,131
225,132
225,133
224,133
224,134
224,135
223,135
223,136
223,137
223,138
223,139
223,140
223,141
223,142
223,143
223,144
222,144
222,145
222,146
221,146
221,147
220,147
220,148
219,148
218,148
217,148
217,149
216,149
215,149
215,150
214,150
213,150
213,151
212,151
212,152
212,153
212,154
212,155
212,156
212,157
212,158
212,159
212,160
212,161
212,162
212,163
212,164
212,165
212,166
212,167
212,168
212,169
212,170
212,171
212,172
212,173
212,174
212,175
212,176
212,177
212,178
212,179
212,180
212,181
212,182
212,183
212,184
212,185
212,186
212,187
212,188
212,189
212,190
212,191
212,192
212,193
212,194
212,195
212,196
212,197
212,198
212,199
212,200
212,201
212,202
212,203
212,204
212,205
212,206
212,207
212,208
212,209
212,210
212,211
212,212
212,213
212,214
212,215
212,216
212,217
212,218
212,219
212,220
212,221
212,222
212,223
212,224
213,224
214,224
215,224
216,224
217,224
217,225
218,225
218,226
219,226
219,227
220,227
220,228
221,228
221,229
222,229
222,230
223,230
223,231
223,232
224,232
224,233
224,234
224,235
224,236
224,237
224,238
224,239
224,240
224,241
224,242
224,243
224,244
224,245
224,246
224,247
224,248
224,249
224,250
224,251
224,252
224,253
224,254
224,255
224,256
224,257
224,258
224,259
224,260
224,261
224,262
224,263
224,264
224,265
224,266
225,266
226,266
227,266
228,266
229,266
230,266
231,266
232,266
233,266
234,266
235,266
236,266
236,267
236,268
236,269
236,270
236,271
236,272
236,273
236,274
236,275
236,276
236,277
236,278
236,279
236,280
236,281
236,282
236,283
236,284
236,285
236,286
236,287
236,288
237,288
237,289
237,290
238,290
238,291
239,291
239,292
240,292
240,293
241,293
241,294
241,295
242,295
242,296
242,297
243,297
243,298
243,299
243,300
243,301
243,302
243,303
244,303
244,304
244,305
245,305
245,306
246,306
246,307
247,307
247,308
248,308
249,308
250,308
251,308
252,308
253,308
254,308
255,308
256,308
257,308
258,308
259,308
260,308
261,308
262,308
263,308
264,308
264,309
264,310
264,311
264,312
264,313
264,314
264,315
264,316
264,317
264,318
264,319
264,320
264,321
264,322
264,323
264,324
264,325
264,326
264,327
264,328
264,329
264,330
264,331
264,332
264,333
264,334
264,335
264,336
264,337
264,338
264,339
264,340
264,341
264,342
264,343
264,344
264,345
264,346
264,347
264,348
264,349
264,350
264,351
264,352
264,353
264,354
264,355
264,356
264,357
264,358
264,359
264,360
264,361
264,362
264,363
264,364
264,365
264,366
264,367
265,367
265,368
266,368
267,368
267,369
268,369
269,369
269,370
269,371
269,372
269,373
269,374
269,375
269,376
269,377
269,378
269,379
269,380
269,381
269,382
269,383
269,384
269,385
269,386
269,387
268,387
268,388
267,388
266,388
266,389
265,389
264,389
264,390
263,390
263,391
262,391
261,391
261,392
260,392
260,393
259,393
259,394
258,394
258,395
257,395
257,396
256,396
255,396
254,396
253,396
252,396
251,396
250,396
249,396
248,396
247,396
246,396
245,396
244,396
243,396
242,396
241,396
240,396
239,396
238,396
237,396
236,396
235,396
234,396
233,396
232,396
231,396
231,395
231,394
231,393
231,392
231,391
231,390
231,389
231,388
231,387
231,386
231,385
231,384
231,383
231,382
231,381
231,380
231,379
231,378
231,377
231,376
231,375
