x,y
194,458
193,458
192,458
191,458
190,458
190,459
190,460
190,461
189,461
188,461
188,460
188,459
188,458
188,457
188,456
188,455
188,454
188,453
188,452
188,451
188,450
189,450
190,450
190,449
190,448
190,447
190,446
191,446
192,446
193,446
193,445
194,445
194,444
194,443
195,443
195,442
196,442
197,442
198,442
199,442
200,442
201,442
202,442
203,442
203,441
204,441
204,440
205,440
206,440
207,440
207,439
207,438
207,437
207,436
207,435
207,434
208,434
209,434
209,433
210,433
211,433
211,432
211,431
212,431
213,431
213,430
214,430
214,429
214,428
214,427
214,426
214,425
215,425
215,424
216,424
217,424
217,423
217,422
217,421
217,420
218,420
218,419
219,419
220,419
220,418
220,417
220,416
220,415
220,414
220,413
220,412
220,411
220,410
220,409
220,408
220,407
220,406
221,406
221,405
222,405
223,405
224,405
224,404
224,403
225,403
225,402
226,402
226,401
226,400
226,399
226,398
226,397
226,396
226,395
225,395
225,394
225,393
225,392
225,391
225,390
225,389
225,388
224,388
224,387
224,386
224,385
224,384
224,383
225,383
226,383
226,382
227,382
228,382
228,381
229,381
229,380
230,380
230,379
231,379
232,379
233,379
234,379
234,378
235,378
235,377
235,376
235,375
236,375
236,374
236,373
236,372
236,371
236,370
236,369
236,368
236,367
236,366
236,365
236,364
236,363
236,362
236,361
235,361
235,360
235,359
235,358
235,357
234,357
234,356
234,355
233,355
232,355
232,354
232,353
232,352
232,351
232,350
232,349
232,348
232,347
232,346
232,345
232,344
232,343
232,342
232,341
232,340
232,339
232,338
232,337
232,336
232,335
232,334
232,333
232,332
232,331
232,330
232,329
232,328
232,327
232,326
232,325
232,324
232,323
232,322
232,321
232,320
231,320
231,319
230,319
230,318
229,318
229,317
229,316
229,315
229,314
229,313
229,312
229,311
230,311
230,310
230,309
230,308
231,308
231,307
232,307
233,307
234,307
235,307
236,307
237,307
238,307
239,307
240,307
241,307
242,307
243,307
244,307
245,307
246,307
247,307
247,306
247,305
247,304
247,303
247,302
247,301
247,300
247,299
