x,y
246,25
245,24
244,24
243,24
242,25
241,25
240,25
239,24
238,25
237,25
237,26
237,27
237,28
237,29
238,30
238,31
239,31
239,32
239,33
239,34
240,35
240,36
241,36
241,37
241,38
242,39
243,39
244,40
245,40
246,41
247,41
248,42
249,42
250,43
251,43
252,44
253,44
254,45
255,45
256,46
257,46
258,47
259,47
260,48
261,48
262,49
263,49
264,50
265,50
266,50
267,50
267,51
267,52
267,53
267,54
267,55
267,56
267,57
267,58
267,59
267,60
267,61
267,62
267,63
267,64
267,65
267,66
267,67
267,68
267,69
267,70
267,71
267,72
267,73
267,74
267,75
267,76
267,77
267,78
267,79
268,80
268,81
269,81
269,82
269,83
269,84
269,85
269,86
270,87
271,87
271,88
272,89
272,90
272,91
272,92
272,93
272,94
272,95
271,95
270,96
269,96
268,97
267,97
266,98
266,99
266,100
266,101
266,102
266,103
266,104
266,105
265,105
264,106
263,106
262,107
261,107
260,108
260,109
260,110
260,111
260,112
259,112
258,113
258,114
257,114
256,115
255,115
254,116
253,116
252,117
252,118
252,119
252,120
252,121
252,122
252,123
252,124
252,125
252,126
252,127
252,128
252,129
251,129
251,130
251,131
251,132
251,133
251,134
251,135
250,136
250,137
250,138
250,139
250,140
250,141
250,142
249,142
248,143
247,143
246,144
245,144
244,145
243,145
242,146
241,146
240,147
240,148
240,149
240,150
240,151
240,152
239,152
239,153
238,154
237,154
237,155
237,156
237,157
237,158
237,159
237,160
237,161
237,162
237,163
237,164
237,165
237,166
237,167
237,168
237,169
237,170
237,171
237,172
237,173
237,174
237,175
237,176
237,177
238,178
238,179
237,179
236,180
235,180
234,181
233,181
232,182
231,182
230,183
229,183
228,184
227,184
227,185
227,186
227,187
227,188
226,189
225,189
224,190
223,190
223,191
222,192
222,193
222,194
221,194
220,195
219,195
218,196
218,197
218,198
218,199
218,200
218,201
218,202
218,203
218,204
218,205
218,206
218,207
219,207
219,208
220,209
220,210
220,211
220,212
220,213
220,214
220,215
221,215
221,216
221,217
221,218
221,219
220,220
219,220
218,221
217,221
217,222
217,223
217,224
217,225
217,226
217,227
217,228
217,229
217,230
217,231
217,232
217,233
217,234
217,235
217,236
217,237
217,238
217,239
217,240
217,241
217,242
217,243
217,244
217,245
217,246
217,247
218,248
219,248
219,249
220,250
220,251
221,251
221,252
222,253
222,254
222,255
222,256
222,257
222,258
222,259
222,260
222,261
222,262
222,263
222,264
222,265
222,266
222,267
222,268
222,269
222,270
223,270
223,271
223,272
223,273
223,274
223,275
223,276
223,277
222,278
221,278
220,279
220,280
220,281
220,282
220,283
220,284
220,285
220,286
221,286
221,287
222,288
222,289
222,290
222,291
222,292
222,293
222,294
222,295
222,296
222,297
222,298
222,299
222,300
222,301
222,302
222,303
222,304
222,305
222,306
222,307
222,308
222,309
222,310
221,310
220,311
219,311
218,312
217,312
216,313
215,313
214,314
214,315
214,316
214,317
214,318
213,318
212,319
211,319
210,320
209,320
209,321
210,322
210,323
210,324
210,325
211,325
211,326
211,327
211,328
211,329
211,330
211,331
211,332
211,333
211,334
211,335
211,336
211,337
211,338
211,339
210,340
210,341
210,342
210,343
210,344
210,345
210,346
210,347
210,348
210,349
210,350
210,351
211,351
211,352
211,353
211,354
211,355
211,356
211,357
212,358
213,358
214,359
215,359
216,360
217,360
217,361
218,362
218,363
219,363
220,364
221,364
222,365
223,365
