x,y
62,100
61,100
61,99
60,99
60,98
59,98
58,98
57,98
56,98
55,98
55,99
55,100
55,101
55,102
55,103
55,104
55,105
55,106
55,107
54,107
54,108
53,108
53,109
52,109
52,110
52,111
52,112
52,113
52,114
53,114
53,115
54,115
55,115
56,115
56,116
57,116
57,117
58,117
59,117
60,117
61,117
62,117
63,117
63,118
63,119
63,120
63,121
63,122
63,123
63,124
63,125
63,126
63,127
63,128
64,128
65,128
66,128
67,128
67,129
68,129
68,130
69,130
70,130
71,130
72,130
73,130
74,130
75,130
76,130
77,130
78,130
79,130
79,131
80,131
81,131
82,131
82,132
83,132
84,132
84,133
84,134
84,135
84,136
84,137
84,138
84,139
84,140
84,141
84,142
85,142
86,142
87,142
88,142
89,142
90,142
91,142
92,142
93,142
93,143
93,144
94,144
94,145
94,146
94,147
94,148
95,148
96,148
96,149
96,150
96,151
96,152
96,153
97,153
98,153
98,154
98,155
99,155
100,155
101,155
101,156
101,157
101,158
101,159
101,160
102,160
102,161
102,162
103,162
104,162
104,163
104,164
104,165
104,166
105,166
106,166
106,167
106,168
107,168
108,168
108,169
109,169
109,170
110,170
110,171
111,171
112,171
113,171
113,172
113,173
113,174
113,175
113,176
113,177
113,178
113,179
113,180
113,181
114,181
115,181
116,181
117,181
117,182
117,183
117,184
117,185
117,186
117,187
117,188
117,189
117,190
117,191
118,191
119,191
120,191
121,191
121,192
122,192
123,192
124,192
125,192
126,192
127,192
127,193
128,193
128,194
128,195
129,195
130,195
131,195
131,196
132,196
132,197
132,198
132,199
132,200
133,200
133,201
133,202
133,203
133,204
133,205
134,205
135,205
135,206
136,206
137,206
138,206
139,206
140,206
140,207
141,207
142,207
142,208
142,209
142,210
142,211
142,212
142,213
142,214
142,215
142,216
142,217
142,218
142,219
142,220
142,221
142,222
142,223
142,224
142,225
142,226
142,227
142,228
142,229
142,230
142,231
142,232
142,233
142,234
143,234
143,235
144,235
145,235
146,235
146,236
147,236
147,237
148,237
149,237
150,237
151,237
152,237
152,238
152,239
152,240
153,240
154,240
155,240
156,240
156,241
157,241
157,242
158,242
159,242
160,242
161,242
162,242
163,242
164,242
165,242
166,242
166,243
166,244
166,245
166,246
166,247
166,248
167,248
167,249
168,249
168,250
169,250
169,251
170,251
171,251
172,251
172,252
173,252
174,252
175,252
176,252
177,252
178,252
178,253
178,254
178,255
178,256
178,257
178,258
178,259
179,259
179,260
179,261
179,262
180,262
180,263
181,263
182,263
183,263
184,263
185,263
186,263
187,263
188,263
189,263
189,264
190,264
190,265
190,266
190,267
191,267
192,267
193,267
194,267
195,267
196,267
197,267
198,267
199,267
199,268
200,268
201,268
201,269
202,269
203,269
204,269
205,269
206,269
207,269
208,269
208,270
208,271
208,272
208,273
208,274
208,275
208,276
208,277
208,278
208,279
208,280
208,281
208,282
208,283
209,283
210,283
210,284
210,285
210,286
210,287
210,288
210,289
210,290
211,290
211,291
211,292
212,292
213,292
214,292
215,292
216,292
217,292
218,292
219,292
219,293
220,293
221,293
221,294
221,295
221,296
221,297
221,298
221,299
221,300
221,301
221,302
221,303
221,304
221,305
221,306
221,307
221,308
221,309
221,310
221,311
221,312
221,313
221,314
222,314
223,314
224,314
225,314
226,314
226,315
226,316
226,317
226,318
226,319
226,320
227,320
228,320
229,320
230,320
231,320
232,320
232,321
232,322
232,323
232,324
232,325
232,326
232,327
232,328
232,329
232,330
233,330
234,330
235,330
236,330
237,330
238,330
239,330
240,330
241,330
242,330
243,330
244,330
245,330
246,330
246,331
246,332
246,333
246,334
246,335
246,336
247,336
248,336
248,337
249,337
249,338
249,339
249,340
249,341
249,342
249,343
249,344
249,345
249,346
249,347
250,347
250,348
251,348
251,349
251,350
251,351
252,351
252,352
253,352
253,353
254,353
255,353
256,353
257,353
258,353
259,353
260,353
261,353
262,353
263,353
263,354
264,354
265,354
266,354
267,354
268,354
269,354
270,354
271,354
271,355
271,356
271,357
271,358
271,359
271,360
272,360
273,360
274,360
275,360
276,360
277,360
278,360
279,360
280,360
281,360
282,360
283,360
283,361
284,361
284,362
284,363
285,363
285,364
286,364
286,365
286,366
286,367
286,368
286,369
286,370
286,371
287,371
287,372
287,373
287,374
287,375
287,376
287,377
287,378
287,379
287,380
288,380
288,381
289,381
289,382
290,382
290,383
291,383
292,383
293,383
294,383
295,383
296,383
297,383
297,384
298,384
298,385
298,386
298,387
298,388
298,389
298,390
299,390
300,390
301,390
302,390
303,390
304,390
305,390
306,390
306,391
306,392
306,393
306,394
306,395
306,396
307,396
308,396
309,396
309,397
310,397
310,398
311,398
311,399
312,399
313,399
314,399
315,399
316,399
316,400
316,401
316,402
316,403
316,404
316,405
316,406
316,407
316,408
316,409
316,410
317,410
317,411
318,411
318,412
319,412
319,413
320,413
320,414
321,414
321,415
322,415
322,416
322,417
322,418
322,419
322,420
322,421
322,422
322,423
322,424
322,425
322,426
322,427
323,427
324,427
324,428
325,428
325,429
325,430
325,431
325,432
325,433
325,434
326,434
327,434
328,434
329,434
330,434
331,434
332,434
333,434
333,435
333,436
334,436
334,437
335,437
335,438
336,438
337,438
338,438
339,438
340,438
340,437
341,437
342,437
343,437
344,437
345,437
346,437
347,437
348,437
349,437
350,437
350,436
351,436
351,435
351,434
