x,y
231,375
231,376
231,377
231,378
231,379
231,380
231,381
231,382
231,383
231,384
231,385
231,386
231,387
231,388
231,389
231,390
231,391
230,391
229,391
228,391
228,392
228,393
228,394
228,395
228,396
228,397
228,398
228,399
227,399
226,399
226,400
225,400
225,401
225,402
224,402
223,402
222,402
221,402
221,403
221,404
220,404
219,404
218,404
218,405
218,406
217,406
216,406
215,406
214,406
213,406
213,405
212,405
212,404
211,404
211,403
210,403
210,402
209,402
209,401
208,401
208,400
207,400
207,399
206,399
205,399
204,399
204,398
204,397
203,397
202,397
201,397
200,397
199,397
198,397
197,397
197,396
197,395
196,395
196,394
195,394
194,394
193,394
192,394
191,394
190,394
190,393
189,393
189,392
189,391
189,390
188,390
187,390
186,390
185,390
185,389
185,388
185,387
185,386
185,385
185,384
185,383
185,382
185,381
185,380
185,379
185,378
185,377
185,376
185,375
185,374
185,373
185,372
185,371
185,370
185,369
185,368
185,367
185,366
185,365
185,364
185,363
185,362
185,361
185,360
185,359
185,358
185,357
185,356
185,355
185,354
185,353
185,352
185,351
185,350
185,349
185,348
185,347
185,346
185,345
185,344
185,343
185,342
185,341
185,340
185,339
185,338
185,337
185,336
185,335
185,334
185,333
185,332
185,331
185,330
185,329
185,328
185,327
185,326
185,325
185,324
185,323
185,322
185,321
185,320
185,319
184,319
184,318
184,317
184,316
184,315
184,314
184,313
184,312
184,311
184,310
184,309
184,308
184,307
184,306
184,305
184,304
184,303
184,302
184,301
184,300
184,299
184,298
184,297
184,296
184,295
184,294
184,293
185,293
185,292
185,291
185,290
185,289
186,289
187,289
188,289
188,288
189,288
189,287
189,286
190,286
191,286
192,286
192,285
193,285
194,285
194,284
194,283
194,282
194,281
194,280
194,279
194,278
194,277
194,276
194,275
194,274
194,273
194,272
194,271
194,270
194,269
195,269
196,269
197,269
198,269
199,269
200,269
201,269
201,268
202,268
203,268
203,267
203,266
203,265
203,264
204,264
204,263
204,262
204,261
204,260
204,259
204,258
204,257
204,256
204,255
204,254
204,253
204,252
204,251
204,250
204,249
204,248
204,247
204,246
204,245
204,244
204,243
204,242
204,241
204,240
204,239
204,238
204,237
204,236
204,235
204,234
205,234
205,233
205,232
205,231
205,230
206,230
207,230
207,229
208,229
208,228
209,228
209,227
210,227
211,227
211,226
211,225
211,224
211,223
211,222
211,221
211,220
211,219
211,218
211,217
211,216
211,215
212,215
212,214
212,213
212,212
212,211
212,210
212,209
212,208
212,207
212,206
212,205
212,204
212,203
212,202
212,201
212,200
212,199
212,198
212,197
212,196
212,195
212,194
212,193
212,192
212,191
212,190
212,189
212,188
212,187
212,186
212,185
212,184
212,183
212,182
212,181
212,180
212,179
212,178
212,177
212,176
212,175
212,174
212,173
212,172
212,171
212,170
212,169
212,168
212,167
212,166
212,165
212,164
212,163
212,162
212,161
212,160
212,159
212,158
212,157
212,156
212,155
212,154
212,153
212,152
212,151
212,150
212,149
212,148
212,147
212,146
212,145
213,145
214,145
215,145
215,144
215,143
216,143
217,143
218,143
218,142
219,142
220,142
221,142
222,142
223,142
223,141
223,140
223,139
223,138
223,137
223,136
223,135
223,134
224,134
224,133
224,132
225,132
225,131
225,130
226,130
227,130
228,130
228,129
229,129
229,128
229,127
230,127
231,127
232,127
233,127
234,127
235,127
235,128
236,128
237,128
237,129
238,129
239,129
239,130
240,130
241,130
242,130
242,131
243,131
244,131
244,132
244,133
245,133
246,133
246,134
246,135
247,135
247,136
248,136
249,136
250,136
251,136
252,136
252,137
253,137
253,138
254,138
255,138
255,139
256,139
256,140
256,141
257,141
258,141
258,142
259,142
260,142
260,143
261,143
262,143
263,143
263,144
264,144
265,144
266,144
267,144
267,145
268,145
268,146
269,146
269,147
270,147
270,148
270,149
270,150
